source_field,source_value,Maps to OMOP code,ID,vocabulary
EVENT_CD,9NF1.00,Home visit request by patient,4083572,SNOMED
EVENT_CD,1354,Atheist,4058124,SNOMED
EVENT_CD,7H37000,Excision of ganglion cyst of wrist,4072024,SNOMED
EVENT_CD,42M2.00,Lymphocytosis - absolute,4306108,SNOMED
EVENT_CD,7406000,Nasal polypectomy,4067379,SNOMED
EVENT_CD,ZV15400,History of event,1340204,OMOP Extension
EVENT_CD,44MB.00,Serum paraprotein measurement,4042050,SNOMED
EVENT_CD,9N0h.00,Seen in osteoporosis clinic,4310038,SNOMED
EVENT_CD,7G32500,Partial excision of nail plate,4082212,SNOMED
EVENT_CD,SD65.00,"Insect bite, nonvenomous, of lower limb, infected",40408433,SNOMED
EVENT_CD,13lY.00,Main spoken language Lithuanian,4253313,SNOMED
EVENT_CD,7134200,Fixation of pendulous breast,4179928,SNOMED
EVENT_CD,339I.00,Expected peak flow rate x 50 percent,4065411,SNOMED
EVENT_CD,7110200,Lobectomy of thyroid gland,4118958,SNOMED
EVENT_CD,B7Fy100,Morton's metatarsalgia,4107377,SNOMED
EVENT_CD,035..00,Primary education teacher,4024161,SNOMED
EVENT_CD,N065z00,Polyarthropathy,75897,SNOMED
EVENT_CD,7K6ZF00,Injection of steroid into wrist joint,44788743,SNOMED
EVENT_CD,L13zz00,Vomiting of pregnancy,440785,SNOMED
EVENT_CD,L13zz00,Finding related to pregnancy,444094,SNOMED
EVENT_CD,J11..00,Gastric ulcer,4265600,SNOMED
EVENT_CD,7G2A900,Subcutaneous injection of hormone antagonist,4193579,SNOMED
EVENT_CD,5843,Ultrasound scan - obstetric,4152021,SNOMED
EVENT_CD,4473100,Serum testosterone measurement,4156642,SNOMED
EVENT_CD,13I8100,Own child has been adopted,4053110,SNOMED
EVENT_CD,F254500,Focal onset impaired awareness epileptic seizure,4236312,SNOMED
EVENT_CD,66K9.00,Trial without catheter,4063364,SNOMED
EVENT_CD,R065400,Pleuritic pain,4330445,SNOMED
EVENT_CD,688Z.00,Anemia screening,4062491,SNOMED
EVENT_CD,139Z.00,Willing to be donor,4052474,SNOMED
EVENT_CD,65W4.00,Requires a hepatitis A vaccination,4016910,SNOMED
EVENT_CD,R051000,Awareness of heart beat,40359339,SNOMED
EVENT_CD,85B3.00,Injection of tendon sheath,4234723,SNOMED
EVENT_CD,4KA1.00,Vaginal vault smear negative,4056409,SNOMED
EVENT_CD,8IAH.00,Body weight measurement declined,42536948,SNOMED
EVENT_CD,E203z00,Obsessive-compulsive disorder,440374,SNOMED
EVENT_CD,ZV59000,Donor,44804332,SNOMED
EVENT_CD,R090800,Suprapubic pain,4012498,SNOMED
EVENT_CD,9OB1.00,Oral contraceptive check - first call,4085971,SNOMED
EVENT_CD,7E25300,Endoscopic drilling of ovary,4139355,SNOMED
EVENT_CD,156E.00,History of event,1340204,OMOP Extension
EVENT_CD,24EE.00,Normal pulse in right dorsalis pedis artery,37311331,SNOMED
EVENT_CD,7J32600,Primary lumbar microdiscectomy,4073968,SNOMED
EVENT_CD,66AZ.00,Diabetic monitoring,4016901,SNOMED
EVENT_CD,66E4.00,B12 injections - at home,4061926,SNOMED
EVENT_CD,13M9.00,Brother deceased,4051264,SNOMED
EVENT_CD,58EE.00,Hip DXA scan T score,4193149,SNOMED
EVENT_CD,65W0.00,Requires a tetanus booster,4015929,SNOMED
EVENT_CD,8BMQ.00,Difficulty managing medication,4114858,SNOMED
EVENT_CD,13ek.00,Born in Turkey,4152242,SNOMED
EVENT_CD,136O.00,Moderate drinker,4183729,SNOMED
EVENT_CD,771G400,Colonoscopic polypectomy,4209537,SNOMED
EVENT_CD,B53..00,Malignant tumor of thyroid gland,4178976,SNOMED
EVENT_CD,38DC.00,FRAX (fracture risk assessment tool) osteoporotic fracture probability assessment tool,42537519,SNOMED
EVENT_CD,6555,Pertussis vaccination given by other healthcare provider,44811934,SNOMED
EVENT_CD,7K6GB00,Reduction of closed patellar dislocation,4031139,SNOMED
EVENT_CD,85BD.00,Intra-articular injection,4101113,SNOMED
EVENT_CD,2BBV.00,Proliferative retinopathy of left eye due to diabetes mellitus,36674200,SNOMED
EVENT_CD,7M33.00,Spinal anesthesia,4332593,SNOMED
EVENT_CD,7F17z00,Delivery by vacuum extraction,4189205,SNOMED
EVENT_CD,F41..00,Retinal detachment,378414,SNOMED
EVENT_CD,A7y..00,Infectious disease,432250,SNOMED
EVENT_CD,14l..00,History of event,1340204,OMOP Extension
EVENT_CD,585S.00,Left brachial Doppler pressure,4268434,SNOMED
EVENT_CD,1592,History of event,1340204,OMOP Extension
EVENT_CD,1543,History of event,1340204,OMOP Extension
EVENT_CD,66A1.00,Initial diabetic assessment,4017316,SNOMED
EVENT_CD,14Om.00,At risk of acute kidney injury,46286899,SNOMED
EVENT_CD,2G2A.00,Tinel's sign,4050242,SNOMED
EVENT_CD,43mF.00,Intrinsic factor antibody measurement,4251636,SNOMED
EVENT_CD,9Nio.00,Did not attend contraceptive clinic,46284547,SNOMED
EVENT_CD,43JM.00,Human parvovirus IgM measurement,4198744,SNOMED
EVENT_CD,8HHN.00,Referral to voluntary service,4131392,SNOMED
EVENT_CD,8I6G.00,Diabetic foot examination not indicated,4247103,SNOMED
EVENT_CD,N220D00,Extensor tenosynovitis of wrist,4002154,SNOMED
EVENT_CD,43m..00,Autoantibody measurement,4192936,SNOMED
EVENT_CD,L263z00,Nonreassuring fetal status,4305304,SNOMED
EVENT_CD,42jB.00,Activated protein C ratio (factor V Leiden deficient plasma),4216481,SNOMED
EVENT_CD,7L18D00,Intramuscular injection of gonadorelin analogue,44809822,SNOMED
EVENT_CD,1N00.00,Change in skin lesion,4191708,SNOMED
EVENT_CD,SK11800,Traumatic or non-traumatic injury,432795,SNOMED
EVENT_CD,7E0F900,Endometrial sampling using pipelle,4047540,SNOMED
EVENT_CD,7E1H500,Hysterosalpingography,4059199,SNOMED
EVENT_CD,N002.00,Sjögren's syndrome,254443,SNOMED
EVENT_CD,7E12400,Left oophorectomy,4114635,SNOMED
EVENT_CD,7531100,Drainage of peritonsillar abscess,4311036,SNOMED
EVENT_CD,082..00,Salesmen/shop assistants,4146566,SNOMED
EVENT_CD,68A9.00,Diabetic retinopathy screening offered,36685870,SNOMED
EVENT_CD,44QZ.00,Serum triglyceride levels - finding,4276570,SNOMED
EVENT_CD,J614.00,Chronic hepatitis,200763,SNOMED
EVENT_CD,S354.00,Fracture of calcaneus,4138414,SNOMED
EVENT_CD,2698,Lesion of cervix,443285,SNOMED
EVENT_CD,42BZ.00,Plasma viscosity measurement,4153143,SNOMED
EVENT_CD,7713,Right colectomy,4233412,SNOMED
EVENT_CD,ZV4K100,Current drug user,4213527,SNOMED
EVENT_CD,D....00,Disorder of hematopoietic structure,317248,SNOMED
EVENT_CD,L168.00,Fatigue during pregnancy,4230221,SNOMED
EVENT_CD,448q.00,Plasma aldosterone level,4307160,SNOMED
EVENT_CD,8I6r.00,Advice not indicated,44802465,SNOMED
EVENT_CD,F213.00,Clinically isolated syndrome,40493286,SNOMED
EVENT_CD,44PK.00,Serum fasting total cholesterol,44791053,SNOMED
EVENT_CD,585T.00,Right brachial Doppler pressure,4295152,SNOMED
EVENT_CD,4L44.00,BRCA1 mutation carrier detection test,4228632,SNOMED
EVENT_CD,PC21.00,Congenital duplication of uterus,4049461,SNOMED
EVENT_CD,J401z00,Crohn's disease of large bowel,194684,SNOMED
EVENT_CD,Fyu5D00,Cervicogenic headache,4149969,SNOMED
EVENT_CD,1Z10.00,Chronic kidney disease stage 1,443614,SNOMED
EVENT_CD,8Hn4.00,Fast track referral for suspected colorectal cancer,44791274,SNOMED
EVENT_CD,7D1B600,Insertion of ring pessary into vagina,4074131,SNOMED
EVENT_CD,L250.00,Malformation of central nervous system of fetus,42539784,SNOMED
EVENT_CD,M00..00,Carbuncle,4212079,SNOMED
EVENT_CD,U605300,Non-steroidal anti-inflammatory drug adverse reaction,443547,SNOMED
EVENT_CD,66CH.00,Weight management plan started,44805891,SNOMED
EVENT_CD,F501y00,Infective otitis externa,381859,SNOMED
EVENT_CD,66BZ.00,Thyroid disease monitoring,4017320,SNOMED
EVENT_CD,L5...00,Disorder of pregnancy,439658,SNOMED
EVENT_CD,8CA7.00,Recommendation to mobilize part,4079378,SNOMED
EVENT_CD,43bP.00,Measurement of double stranded deoxyribonucleic acid antibody using Crithidia luciliae,44805747,SNOMED
EVENT_CD,ZV41500,Sensory disorder of smell and/or taste,43530714,SNOMED
EVENT_CD,173J.00,MRC (Medical Research Council) breathlessness scale,44808547,SNOMED
EVENT_CD,745C600,Respiratory flow volume loop measurement,4320469,SNOMED
EVENT_CD,F481K00,Visual hallucinations,4275889,SNOMED
EVENT_CD,68N3200,Meningitis C vaccination offered,44802494,SNOMED
EVENT_CD,43dE.00,Herpes simplex antibody level,4198590,SNOMED
EVENT_CD,9NN5.00,Under care of psychiatrist,4139085,SNOMED
EVENT_CD,26L1.00,Uterus mobile,4079820,SNOMED
EVENT_CD,8HlV.00,Referral for complex wound care,42536991,SNOMED
EVENT_CD,F290000,Headache following lumbar puncture,4163706,SNOMED
EVENT_CD,44A..00,Hormone measurement,4045159,SNOMED
EVENT_CD,43c4.00,Intrinsic factor antibody screening,4098066,SNOMED
EVENT_CD,8D58.00,Shin splint,4082911,SNOMED
EVENT_CD,522..00,Radiography of mandible,4055629,SNOMED
EVENT_CD,S571.00,Thoracic back sprain,315947,SNOMED
EVENT_CD,9m7..00,Contraceptive implant removal invitation,44801868,SNOMED
EVENT_CD,J348.00,Sliding hiatus hernia,4340516,SNOMED
EVENT_CD,9D1H.00,MED3 (2010) certificate issued - recommend workplace adaptation,44805568,SNOMED
EVENT_CD,9NU5.00,Arabic language interpreter needed,44789405,SNOMED
EVENT_CD,7K3..00,Knee joint operation,4079526,SNOMED
EVENT_CD,14Ob.00,At increased risk of deep vein thrombosis,4024219,SNOMED
EVENT_CD,151N.00,Primary physiologic amenorrhea,4230947,SNOMED
EVENT_CD,9NX..00,Healthcare services,4074187,SNOMED
EVENT_CD,46C5.00,"Urobilinogen measurement, urine",4283360,SNOMED
EVENT_CD,9OOZ.00,Administrative procedure,4033224,SNOMED
EVENT_CD,569B.00,MRI of lumbar spine,4082841,SNOMED
EVENT_CD,7H28.00,Peritoneum endoscopy,4004046,SNOMED
EVENT_CD,7M0G500,Puncture and aspiration of cyst,40483269,SNOMED
EVENT_CD,12G..00,Family history of disorder,4083519,SNOMED
EVENT_CD,E202000,Phobia,440985,SNOMED
EVENT_CD,F420600,Nonproliferative retinopathy due to diabetes mellitus,376683,SNOMED
EVENT_CD,14AS.00,History of event,1340204,OMOP Extension
EVENT_CD,9Om0.00,Stroke/transient ischemic attack monitoring first letter,4215085,SNOMED
EVENT_CD,9EL1.00,Taxi cab driver med completed,4087265,SNOMED
EVENT_CD,1TF..00,Not using heroin on top of substitution therapy,44792679,SNOMED
EVENT_CD,9iFA.00,Middle Eastern or North African,38003615,Race
EVENT_CD,137o.00,Findings of tobacco or its derivatives use or exposure,903652,OMOP Extension
EVENT_CD,677C000,Carrier of hemochromatosis HFE gene mutation,42537349,SNOMED
EVENT_CD,44X7.00,Blood carbon monoxide level,37392670,SNOMED
EVENT_CD,51Z..00,Radiographic imaging procedure,4178367,SNOMED
EVENT_CD,9h72.00,Excepted from thyroid quality indicators - informed dissent,44803715,SNOMED
EVENT_CD,782B.00,Endoscopic incision of sphincter of Oddi,4067789,SNOMED
EVENT_CD,66AY.00,Good compliance with diabetic diet,44791091,SNOMED
EVENT_CD,46N3.00,Urine total protein measurement,4152995,SNOMED
EVENT_CD,N21y000,Anterior tibial stress syndrome,4001471,SNOMED
EVENT_CD,Ryu1100,Abdominal pain,200219,SNOMED
EVENT_CD,574C.00,Pulmonary ventilation perfusion study,4242700,SNOMED
EVENT_CD,3128100,Examination of retina,4171934,SNOMED
EVENT_CD,982..00,FP81 night visit claim status,44803095,SNOMED
EVENT_CD,66B8.00,Thyroid disease treatment changed,4062197,SNOMED
EVENT_CD,8CL4.00,Discussion about ectopic pregnancy risk,44806783,SNOMED
EVENT_CD,4JS2.00,Concentrate microscopy,37398977,SNOMED
EVENT_CD,1ABG.00,Sexual intercourse difficult,4088275,SNOMED
EVENT_CD,9Of6.00,Epilepsy monitoring call second letter,44790349,SNOMED
EVENT_CD,771Q.00,Rigid sigmoidoscopy,4123736,SNOMED
EVENT_CD,7110300,Lobectomy of thyroid gland,4118958,SNOMED
EVENT_CD,1542600,History of event,1340204,OMOP Extension
EVENT_CD,1JM..00,Suspected hypothyroidism,43021374,SNOMED
EVENT_CD,1G2..00,Dissatisfaction with body image,40483190,SNOMED
EVENT_CD,62G6.00,Ultrasonography,4037672,SNOMED
EVENT_CD,1686,Heavy legs,4059010,SNOMED
EVENT_CD,585V.00,Left dorsalis pedis Doppler pressure,4295153,SNOMED
EVENT_CD,7F2A.00,US obstetric doppler,4170107,SNOMED
EVENT_CD,1289,FH: Suicide,4053381,SNOMED
EVENT_CD,2432,Pulse irregularly irregular,4154787,SNOMED
EVENT_CD,N248000,Fibromyositis,4080995,SNOMED
EVENT_CD,615Q.00,Removal of intrauterine contraceptive device,37166976,SNOMED
EVENT_CD,7G32000,Excision of wedge of nail,4070966,SNOMED
EVENT_CD,4JN..00,Helicobacter blood test,4059236,SNOMED
EVENT_CD,9hG..00,Exception reporting - smoking quality indicators,44803938,SNOMED
EVENT_CD,58ES.00,Femoral neck dual energy X-ray photon absorptiometry scan T score,4209078,SNOMED
EVENT_CD,5C01.00,Doppler ultrasonography of carotid artery,4214675,SNOMED
EVENT_CD,8HlQ.00,Referral for multidisciplinary review,44804435,SNOMED
EVENT_CD,43jS.00,Coronavirus nucleic acid detection assay,44811805,SNOMED
EVENT_CD,2AA1.00,Bilateral flexor plantar response,4152335,SNOMED
EVENT_CD,56G..00,CT angiography with contrast,4303663,SNOMED
EVENT_CD,F342000,Ulnar nerve entrapment at elbow,4043721,SNOMED
EVENT_CD,1F15.00,High fat diet,4024366,SNOMED
EVENT_CD,13lK.00,Main spoken language Tamil,4152379,SNOMED
EVENT_CD,42c3.00,HbA1 level (Diabetes Control and Complications Trial aligned),37393632,SNOMED
EVENT_CD,66AD.00,Fundoscopy - diabetic check,4016904,SNOMED
EVENT_CD,66CQ.00,"Intervention for risk to health associated with overweight and obesity, general advice on healthy weight and lifestyle",44805743,SNOMED
EVENT_CD,9Ea..00,Reason for termination of pregnancy,4150401,SNOMED
EVENT_CD,137O.00,History of event,1340204,OMOP Extension
EVENT_CD,137O.00,Currently doesn't use tobacco or its derivatives,903651,OMOP Extension
EVENT_CD,Eu40200,Simple phobia,4182847,SNOMED
EVENT_CD,65PY.00,Exposure to viral disease,37016200,SNOMED
EVENT_CD,1P7B.00,Not trying to conceive,43021740,SNOMED
EVENT_CD,7F1A.00,Delivery procedure,4128030,SNOMED
EVENT_CD,Eu3y200,Premenstrual dysphoric disorder,4242733,SNOMED
EVENT_CD,4G2..00,Gallstone,196456,SNOMED
EVENT_CD,4474100,Free androgen index measurement,4154486,SNOMED
EVENT_CD,7D01.00,Operation on Bartholin's gland,4329453,SNOMED
EVENT_CD,U605000,Opioid analgesic adverse reaction,432789,SNOMED
EVENT_CD,965..00,Removal of subcutaneous contraceptive claim,44807381,SNOMED
EVENT_CD,M18yz00,Pruritic disorder,136184,SNOMED
EVENT_CD,4E3..00,Sputum microscopy,4055982,SNOMED
EVENT_CD,43dm.00,Herpes simplex IgG level,4246844,SNOMED
EVENT_CD,38H..00,Assessment for minor surgery,46272928,SNOMED
EVENT_CD,9Of2.00,Epilepsy screening third invitation,44803795,SNOMED
EVENT_CD,7L1T.00,Rehabilitation assessment,4310296,SNOMED
EVENT_CD,G801D00,Deep venous thrombosis of lower extremity,443537,SNOMED
EVENT_CD,246X.00,Average day interval diastolic blood pressure,4199654,SNOMED
EVENT_CD,2768,Abnormal fetal heart rate,314099,SNOMED
EVENT_CD,44a..00,Tumor marker measurement,4353605,SNOMED
EVENT_CD,D3y1.00,Reactive thrombocytosis,4120622,SNOMED
EVENT_CD,8Hl7.00,Referral to domestic violence advocate,4329500,SNOMED
EVENT_CD,13lr.00,Main spoken language Pashto,4248660,SNOMED
EVENT_CD,9832,FP19 temporary resident less than 15 days form sent to Family Practitioner Committee,44789869,SNOMED
EVENT_CD,6124,Vasectomy,4330583,SNOMED
EVENT_CD,511Z.00,Radiographic imaging procedure,4178367,SNOMED
EVENT_CD,991..00,Ancillary staff employment record status,44788669,SNOMED
EVENT_CD,29L4.00,Romberg's sign positive,4182039,SNOMED
EVENT_CD,S240100,Closed fracture of scaphoid bone of wrist,80552,SNOMED
EVENT_CD,8OA3.00,Provision of written information about diabetes and driving,44808277,SNOMED
EVENT_CD,8HKT.00,Phlebotomy domiciliary visit requested,44790906,SNOMED
EVENT_CD,9OI8.00,Hypertension monitoring telephone invite,4088881,SNOMED
EVENT_CD,7138000,Drainage of breast lesion,4064246,SNOMED
EVENT_CD,S89v100,Open wound of perineum,4050102,SNOMED
EVENT_CD,SP21.00,Perioperative hemorrhage,42538935,SNOMED
EVENT_CD,9NCA.00,Letter sent to employer,44792467,SNOMED
EVENT_CD,569H.00,MRI of shoulder,4082711,SNOMED
EVENT_CD,9SG..00,Black or African American,8516,Race
EVENT_CD,H18..00,Vasomotor rhinitis,4305500,SNOMED
EVENT_CD,7840,Total splenectomy,4018300,SNOMED
EVENT_CD,42QR.00,Plasma factor V level,37393872,SNOMED
EVENT_CD,9HA0.00,On depression register,4131518,SNOMED
EVENT_CD,M260000,Acne varioliformis,138826,SNOMED
EVENT_CD,BBL3.00,Pleomorphic adenoma,4307654,SNOMED
EVENT_CD,1A81.00,No breast lump,4012510,SNOMED
EVENT_CD,9OO2.00,Monitoring of smoking cessation therapy declined,35622808,SNOMED
EVENT_CD,5858200,Ultrasonic doppler for fetal heart sounds,4197294,SNOMED
EVENT_CD,129B.00,FH: Alzheimer's disease,4216175,SNOMED
EVENT_CD,958..00,On maternity leave,4073719,SNOMED
EVENT_CD,9Nil.00,Did not attend antenatal appointment,45769924,SNOMED
EVENT_CD,13dI.00,Born in Hungary,4153167,SNOMED
EVENT_CD,1IH..00,No thought disorder,45770431,SNOMED
EVENT_CD,H312200,Acute exacerbation of chronic obstructive pulmonary disease,257004,SNOMED
EVENT_CD,1539,Gravida 8,4133032,SNOMED
EVENT_CD,43ee.00,Streptococcal anti DNAse B titer,4201164,SNOMED
EVENT_CD,4IA2.00,Insufficient sample,4084757,SNOMED
EVENT_CD,K15z.00,Cystitis,195588,SNOMED
EVENT_CD,46H7.00,Chlamydia trachomatis not detected in urine,4188678,SNOMED
EVENT_CD,M183000,Prurigo nodularis,4272156,SNOMED
EVENT_CD,29B5000,Paresthesia of hand,4205811,SNOMED
EVENT_CD,7B20400,Excision of urinary bladder,4029571,SNOMED
EVENT_CD,7F16y00,Forceps cephalic delivery,4075187,SNOMED
EVENT_CD,1A91.00,No nipple discharge,4012512,SNOMED
EVENT_CD,ZV15900,History of event,1340204,OMOP Extension
EVENT_CD,7F12y00,Elective cesarean section,4075182,SNOMED
EVENT_CD,65L4.00,"poliovirus vaccine, unspecified formulation",40213203,CVX
EVENT_CD,8Hn8.00,Fast track referral for suspected sarcoma,44791284,SNOMED
EVENT_CD,7E16100,Open tubal occlusion,4115222,SNOMED
EVENT_CD,43y3.00,Serum kappa light chain measurement,44812036,SNOMED
EVENT_CD,8EZ..00,Physical therapy procedure,4238738,SNOMED
EVENT_CD,24FF.00,Normal pulse in left posterior tibial artery,37312542,SNOMED
EVENT_CD,D303700,Factor V Leiden mutation,4145702,SNOMED
EVENT_CD,13Hd.00,Teenage pregnancy,4129023,SNOMED
EVENT_CD,44OE.00,Plasma total cholesterol level,4190897,SNOMED
EVENT_CD,Eu40100,Social phobia,440690,SNOMED
EVENT_CD,1M50.00,Constant pain,4139035,SNOMED
EVENT_CD,4Q23.00,Follicle stimulating hormone measurement,4149280,SNOMED
EVENT_CD,E211300,Cyclothymia,440696,SNOMED
EVENT_CD,F138000,Blepharospasm,435802,SNOMED
EVENT_CD,L10yz00,First trimester bleeding,3657563,SNOMED
EVENT_CD,8B3w.00,On four or more medications,4268420,SNOMED
EVENT_CD,1282,Family history of alcoholism,4144264,SNOMED
EVENT_CD,1JA1000,Suspected cerebrovascular accident,762949,SNOMED
EVENT_CD,339F.00,60 to 80 percent of predicted peak expiratory flow rate,4090787,SNOMED
EVENT_CD,F48z.00,Visual disturbance,374034,SNOMED
EVENT_CD,L127000,Pre-eclampsia or eclampsia with pre-existing hypertension,141084,SNOMED
EVENT_CD,8BAg000,NHS Health Check completed by third party,44813788,SNOMED
EVENT_CD,1L3..00,Date of onset of symptoms,44801740,SNOMED
EVENT_CD,7E01200,Cauterization of lesion of cervix,4254105,SNOMED
EVENT_CD,2645,Vaginal mass,4126904,SNOMED
EVENT_CD,9Oz1.00,Contraceptive check second letter,44792637,SNOMED
EVENT_CD,8CAV.00,Renal disorder education,4247109,SNOMED
EVENT_CD,TJ1z000,Ciprofloxacin adverse reaction,4099886,SNOMED
EVENT_CD,8B57.00,Weight reduction diet,4234750,SNOMED
EVENT_CD,Q020.00,Perinatal disorder due to placenta previa,37162660,SNOMED
EVENT_CD,46QA100,"Cocaine measurement, urine",4153114,SNOMED
EVENT_CD,4J18.00,Anaerobic culture,37399248,SNOMED
EVENT_CD,361..00,Endoscopic procedure,4179713,SNOMED
EVENT_CD,14Z2.00,History of event,1340204,OMOP Extension
EVENT_CD,Q213.00,Liveborn with labor fetal distress,4048144,SNOMED
EVENT_CD,42O5.00,Blast cell count,37399328,SNOMED
EVENT_CD,9OV6.00,Patient call procedure,4202168,SNOMED
EVENT_CD,Eu11.00,Opioid-induced organic mental disorder,4032799,SNOMED
EVENT_CD,66HC.00,Rheumatic disorder annual review invitation,44802571,SNOMED
EVENT_CD,621B.00,Questionable if pregnancy was planned,4061423,SNOMED
EVENT_CD,H2C..00,Hospital acquired pneumonia,4143092,SNOMED
EVENT_CD,66D..00,Endocrine disorder monitoring,4063245,SNOMED
EVENT_CD,M2y2400,Necrobiosis lipoidica,4312704,SNOMED
EVENT_CD,N211z00,Disorder of rotator cuff,4212887,SNOMED
EVENT_CD,U609000,Antidepressant drug adverse reaction,438639,SNOMED
EVENT_CD,44le000,Serum kappa:lambda light chain ratio measurement,44812033,SNOMED
EVENT_CD,8B2N.00,Drug addiction detoxification therapy - methadone,44789201,SNOMED
EVENT_CD,L111.00,Placenta previa with hemorrhage,196751,SNOMED
EVENT_CD,14XF.00,Victim of human trafficking,42536268,SNOMED
